lat,lon,altitude,geometry,OBJECTID,STORE_TYPE,STORE_NAME,ADDRESS_ID,ADDRESS_LI,ADDRESS__1,CITY,STATE,ZIP,PHONE,HOURS,SNAP,SIC,NAICS_EXT,SALES_VOL,HDBRCH,NUMBER_EMP,EMPSIZ,FRNCOD,SQFT,SOURCE,POINT_X,POINT_Y,HCSI,NBHD_NAME,COUNCIL_DI
39.690625,-104.891055,,Point,563,Small Grocery Store,Walmart Neighborhood Market,0,1442 S Parker Rd,,Denver,CO,80231,(303) 481-0182,,,541105,445110,25802000,,100,100 to 249,,"40,000+",InfoGroup2014,-104.891055,39.690625,,Outside Denver,Outside Denver
39.610836,-105.111159,,Point,564,Supermarket,Albertsons,0,10081 W Bowles Ave,,Littleton,CO,80127,(303) 978-9617,,,541105,445110,25802000,,100,100 to 249,,"40,000+",InfoGroup2014,-105.111159,39.610836,,Outside Denver,Outside Denver
39.740245,-104.862557,,Point,565,Supermarket,Avanza,0,10777 E Colfax Ave,,Aurora,CO,80010,(303) 537-9808,,,541105,445110,0,,0,,,"2,500 - 9,999",OED,-104.862557,39.740245,,Outside Denver,Outside Denver
39.607909,-104.921106,,Point,566,Supermarket,King Soopers,0,6000 S Holly St,,Greenwood Vlg,CO,80111,(720) 488-3405,,,541105,445110,42574000,,165,100 to 249,,"40,000+",InfoGroup2014,-104.921106,39.607909,,Outside Denver,Outside Denver
39.653534,-104.959563,,Point,567,Supermarket,King Soopers,0,3495 S University Blvd,,Englewood,CO,80113,(303) 806-2780,,,541105,445110,774000,,3,1 to 4,,"0 - 2,499",InfoGroup2014,-104.959563,39.653534,,Outside Denver,Outside Denver
39.808608,-104.930109,,Point,568,Supermarket,King Soopers,0,4850 E 62nd Ave,,Commerce City,CO,80022,(303) 287-3419,,,541105,445110,2064000,,8,5 to 9,,"2,500 - 9,999",InfoGroup2014,-104.930109,39.808608,,Outside Denver,Outside Denver
39.695301,-104.867313,,Point,569,Supermarket,King Soopers,0,1155 S Havana St # 1,,Aurora,CO,80012,(303) 755-1244,,,541105,445110,51604000,,200,100 to 249,,"40,000+",InfoGroup2014,-104.867313,39.695301,,Outside Denver,Outside Denver
39.659473,-104.844339,,Point,570,Supermarket,King Soopers,0,3190 S Parker Rd,,Aurora,CO,80014,(303) 750-2450,,,541105,445110,34833000,,135,100 to 249,,"40,000+",InfoGroup2014,-104.844339,39.659473,,Outside Denver,Outside Denver
39.593526,-105.072011,,Point,571,Supermarket,King Soopers,0,6760 S Pierce St,,Littleton,CO,80128,(303) 979-2280,,,541105,445110,42574000,,165,100 to 249,,"40,000+",InfoGroup2014,-105.072011,39.593526,,Outside Denver,Outside Denver
39.7702503,-105.0545002,,Point,572,Supermarket,King Soopers,0,3817 Sheridan Blvd,,Wheat Ridge,CO,80212,(303) 425-7455,,,541105,445110,25802000,,100,100 to 249,,"40,000+",InfoGroup2014,-105.0545,39.77025,,Outside Denver,Outside Denver
39.626093,-104.884094,,Point,573,Supermarket,King Soopers,0,4910 S Yosemite St # B2,,Greenwood Vlg,CO,80111,(303) 793-9080,,,541105,445110,43864000,,170,100 to 249,,"40,000+",InfoGroup2014,-104.884094,39.626093,,Outside Denver,Outside Denver
39.745602,-105.053246,,Point,574,Supermarket,King Soopers,0,1725 Sheridan Blvd # 1,,Edgewater,CO,80214,(303) 425-7356,,,541105,445110,36123000,,140,100 to 249,,"40,000+",InfoGroup2014,-105.053246,39.745602,,Outside Denver,Outside Denver
39.726397,-104.847266,,Point,575,Supermarket,King Soopers,0,655 Peoria St,,Aurora,CO,80011,(303) 364-9218,,,541105,445110,36123000,,140,100 to 249,,"40,000+",InfoGroup2014,-104.847266,39.726397,,Outside Denver,Outside Denver
39.708516,-104.932891,,Point,576,Supermarket,King Soopers,0,4600 Leetsdale Dr,,Glendale,CO,80246,(303) 320-3100,,,541105,445110,25802000,,100,100 to 249,,"40,000+",InfoGroup2014,-104.932891,39.708516,,Outside Denver,Outside Denver
39.625724,-105.024361,,Point,577,Supermarket,King Soopers,0,5050 S Federal Blvd # A,,Englewood,CO,80110,(303) 798-2521,,,541105,445110,30962000,,120,100 to 249,,"40,000+",InfoGroup2014,-105.024361,39.625724,,Outside Denver,Outside Denver
39.623645,-105.107471,,Point,578,Supermarket,King Soopers,0,9800 W Belleview Ave,,Littleton,CO,80123,(303) 978-9618,,,541105,445110,61925000,,240,100 to 249,,"40,000+",InfoGroup2014,-105.107471,39.623645,,Outside Denver,Outside Denver
39.681758,-105.083221,,Point,579,Supermarket,King Soopers,0,1927 S Wadsworth Blvd # 1,,Lakewood,CO,80227,(303) 985-8795,,,541105,445110,51604000,,200,100 to 249,,"40,000+",InfoGroup2014,-105.083221,39.681758,,Outside Denver,Outside Denver
39.811279,-105.052061,,Point,580,Supermarket,King Soopers,0,6350 Sheridan Blvd # 1,,Arvada,CO,80003,(303) 429-1597,,,541105,445110,38187000,,148,100 to 249,,"40,000+",InfoGroup2014,-105.052061,39.811279,,Outside Denver,Outside Denver
39.625521,-105.111614,,Point,581,Supermarket,Safeway,0,5025 S Kipling Pkwy,,Littleton,CO,80127,(303) 973-6770,,,541105,445110,17029000,,66,50 to 99,,"2,500 - 9,999",InfoGroup2014,-105.111614,39.625521,,Outside Denver,Outside Denver
39.686454,-104.86793,,Point,582,Supermarket,Safeway,0,1677 S Havana St,,Aurora,CO,80012,(303) 481-2279,,,541105,445110,25802000,,100,100 to 249,,"40,000+",InfoGroup2014,-104.86793,39.686454,,Outside Denver,Outside Denver
39.696505,-104.895974,,Point,583,Specialty Food Store,Black Sea Market,0,7920 E Mississippi Ave # M,,Denver,CO,80247,(303) 743-8163,,,542107,445210,210000,,1,1 to 4,,"0 - 2,499",InfoGroup2014,-104.895974,39.696505,,Outside Denver,Outside Denver
39.78642191,-104.8110208,,Point,586,Small Grocery Store,Walmart Neighborhood Market,0,5141 Chambers Rd,,Denver,CO,80239,(303) 218-6237,,,541105,445110,15739000,,61,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.809556,39.785584,,Gateway - Green Valley Ranch,Council District 11
